original_index,sentence,sentiment,translation_en,translation_hi
26297,abi halaat ye h ki apn ko ye kora saaf love u pachta hi nhi jabtak koi love k bad na lagay apn,neutral,The situation is such that I will not regret loving you until someone loves me back.,अब हालत यही है कि अपने को ये कोरा साफ़ लव यू पछताने ही नहीं जबतक कोई लव के बाद ना लगाए अपने
26299,think aapako sirf dream 11 pe focus karana chaiy aap 50 ka team banao aap free team,positive,"I think you should just focus on Dream 11, make a 50-point team, and create a free team.","मैं सोचता हूँ आपको सिर्फ़ ड्रीम 11 पर ध्यान केंद्रित करना चाहिए, आप 50 का टीम बनाओ, आप मुफ्त टीम"
26301,keshav pata hai madhav subah ka bhula agar sham ko ghar wapa aa jay uss bhula nhi keht bhuna keht hai,neutral,"Keshav knows that if Madhav forgets in the morning but returns home by evening, he doesn't say forget, he says roasted.",केशव पता है माधव सुबह का भूल अगर शाम को घर वापस आ जाए उस भूल नहीं कहते भुना कहते हैं
26302,ye godi media hai isko 1 saal purani vedio ab dikhai di kyu k wo mahila thi agr purosh,negative,"this is biased media, why are they showing a one-year-old video now just because she was a woman","ये गोदी मीडिया है, इसको 1 साल पुरानी वीडियो अब दिखाई दी क्यूंकि वो महिला थी अगर पुरुष होता तो ऐसा नहीं होता।"
26303,love us 👸🏽 period pooh,positive,love us 👸🏽 period,हमसे प्यार करो 👸🏽 इत्तफाक में
26304,kitni ghatya log ho tum apni siyasat k kiy mulk ko aag ki trf dhkail rahi ho lanat tumhari shkl par,negative,"how many wicked people you are, pushing the country towards fire with your politics, damn you","कितनी घटिया लोग हो तुम अपनी सियासत की वजह से मुल्क को आग की ओर धकेल रहे हो, लानत तुम्हारी शक़्ल पर"
26305,beauti photo ! ! ! sanaya parent barun pashmeen alongsid mohit dalljiet sakshi akshay nan,neutral,"beautiful photo!!! sanaya's parents behind mohit, dalljeet, sakshi, and akshay","सुंदर फोटो! सनया के माता-पिता बरून पश्चिम में मोहित डलजीत, सक्षी और अक्षय ने"
26306,good night dear friend 😑😑😑😑😑😑 ankahealfaza,positive,good night dear friend 😑bedPane,शुभ रात्रि प्यारे मित्र 😑😑😑😑😑😑 ankahealfaza
26309,proud pakistan ameer e ahl sunnat hazrat allama maulana muhammad ilya qadri one great islam schola nan,positive,"Proud Pakistan, Ameer-e-Ahl Sunnat Hazrat Allama Maulana Muhammad Ilyas Qadri, one great Islamic scholar.",गर्वित पाकिस्तान अमीर ए अहल सुन्नत हज़्रत आलमा मौलाना मुहम्मद इल्यास कद्री एक महान इस्लामिक विद्वान
26311,mana ki nahi kaha lekin ye propaganda nikla bjp cell se hai iss bjp ki seva aap 24hrs karti ho nan,neutral,"I didn't say anything, but this propaganda has come from the BJP cell. This BJP service works for you 24 hours a day.","मना किया नहीं कि लेकिन ये प्रचार बजपी सेल से निकला है, इस बजपी की सेवा आप 24 घंटे करते हैं न"
26312,fooj mein jasoosi pe peh bhi sazain hoti hain jo k public nhi ki jatin pir yeh sazain us time p,neutral,"In prison, there are punishments for spies that are not made public, but these punishments occur at that time.",फौज में जसूसी पे भी सज़ाएं होती हैं जो कि पब्लिक नहीं की जातीं पर ये सज़ाएं उस टाइम पे
26316,n ì ghti night 🌙 🇨🇦 maitland hope tremend well thak much alway,positive,"Goodnight 🌙 🇨🇦 Maitland, I hope tremendously well. Thank you so much, always.","नाइट में खूब सोया 🌙 🇨🇦 मेटलैंड होप के लिए बहुत अच्छा, बहुत धन्यवाद सदा"
26317,nahi gujarat ka famous gadha nation anim nan,negative,"no, gujarat's famous donkey doesn't even match up to national standards","नहीं, गुजरात का प्रसिद्ध गधा नेशन अनिम नै"
26318,jay bajrangbali 🙏🙏 jay shree ram ⛳⛳ good even 🌿🌿 nan,neutral,jay bajrangbali 🙏🙏 jay shree ram ⛳⚽ good evening 🌿🌿 man,जय बजरंगबली 🙏🙏 जय श्री राम ⛳⛳ अच्छा शाम 🌿🌿 नन
26319,gilani 👏👏👏 yeh anti pakistan nahi guddar hain haraami chor guddaron ka khaatma za,negative,"Gilani 👏👏👏 these anti-Pakistan scoundrels are thieves and bastards, they deserve to be destroyed","गिलानी 👏👏👏 ये पाकिस्तान के विरोधी नहीं हैं, ये चोर हरामी हैं, गुड़ारों का खत्मा ज़ाओ"
